"index";"Company";"TypeName";"inches";"screen_size";"resolution_width";"resolution_height";"touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"gpu_name";"OpSys";"Weight";"price";"ppi"
168;"Dell";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"window";2.56;56503;141
169;"Acer";"Notebook";17.3;"large";1080;1920;0;"Intel";" Core i5";1.6;8;"SSD";256;0;"Nvidia";" GeForce MX150";"window";3.0;45501;127
170;"HP";"Notebook";13.3;"small";1080;1920;0;"Intel";" Core i5";1.6;4;"HDD";500;0;"Intel";" UHD Graphics 620";"window";1.49;40173;166
171;"Huawei";"Ultrabook";13.0;"small";1440;2160;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.05;71875;200
172;"HP";"Notebook";17.3;"large";1080;1920;0;"Intel";" Core i5";2.5;6;"HDD";2048;0;"AMD";" Radeon 520";"window";2.71;37243;127
173;"Lenovo";"Notebook";15.6;"medium";768;1366;0;"AMD";" A6-Series 9220";2.9;4;"HDD";500;0;"AMD";" Radeon R4 Graphics";"N/A";2.2;16464;100
174;"Toshiba";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i3";2.4;4;"HDD";500;0;"Intel";" HD Graphics 620";"window";5.4;26054;100
175;"HP";"Notebook";17.3;"large";1080;1920;0;"Intel";" Core i5";1.6;8;"SSD";256;0;"Nvidia";" GeForce 930MX";"window";2.5;49177;127
176;"Dell";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i3";2.4;8;"HDD";1024;0;"Intel";" HD Graphics 620";"window";2.3;24456;100
177;"Acer";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i3";2.0;4;"SSD";128;0;"Intel";" HD Graphics 520";"window";2.1;23923;100
178;"MSI";"Gaming";18.4;"large";1080;1920;0;"Intel";" Core i7";2.9;32;"Hybrid";512;1024;"Nvidia";" GTX 980 SLI";"window";4.4;149131;120
179;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"Hybrid";128;1024;"AMD";" R17M-M1-70";"window";1.9;43317;141
180;"HP";"2 in 1 Convertible";13.3;"small";2160;3840;1;"Intel";" Core i5";1.6;8;"SSD";256;0;"Intel";" UHD Graphics 620";"window";1.29;79867;331
181;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";1.8;16;"Hybrid";256;2048;"AMD";" Radeon 530";"linux";2.02;55891;141
182;"Dell";"Ultrabook";13.3;"small";1080;1920;0;"Intel";" Core i5";1.6;8;"SSD";256;0;"Intel";" UHD Graphics 620";"window";1.23;74539;166
183;"Lenovo";"2 in 1 Convertible";13.9;"small";2160;3840;1;"Intel";" Core i7";1.8;16;"SSD";512;0;"Intel";" UHD Graphics 620";"window";1.4;98515;317
184;"Toshiba";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i5";2.5;8;"SSD";128;0;"Intel";" HD Graphics 620";"window";2.0;42251;100
185;"Xiaomi";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";1.6;8;"SSD";256;0;"Nvidia";" GeForce MX150";"N/A";1.95;63883;141
186;"Dell";"Notebook";17.3;"large";1080;1920;1;"Intel";" Core i7";1.8;16;"SSD";512;0;"Nvidia";" GeForce 150MX";"window";2.77;82531;127
187;"Dell";"Notebook";15.6;"medium";2160;3840;1;"Intel";" Core i7";2.8;16;"SSD";512;0;"Nvidia";" GeForce GTX 1050";"window";2.06;127712;282
188;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce GTX 1050";"N/A";2.4;41505;141
189;"Acer";"Ultrabook";13.3;"small";1080;1920;0;"Intel";" Core i5";1.2;8;"SSD";256;0;"Intel";" HD Graphics 615";"window";1.12;52694;166
190;"Dell";"Notebook";17.3;"large";1080;1920;0;"Intel";" Core i7";1.8;8;"Hybrid";128;1024;"AMD";" Radeon 530";"window";2.8;57809;127
192;"Vero";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Celeron Dual";1.1;4;"FlashStorage";32;0;"Intel";" HD Graphics 500";"window";1.3;13853;157
193;"Xiaomi";"Ultrabook";13.3;"small";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce MX150";"N/A";1.3;53275;166
194;"Lenovo";"Notebook";17.3;"large";900;1600;0;"Intel";" Core i5";1.6;8;"SSD";256;0;"Nvidia";" GeForce MX150";"N/A";2.8;37189;106
195;"Dell";"2 in 1 Convertible";13.3;"small";1080;1920;1;"Intel";" Core i7";1.8;8;"HDD";1024;0;"Intel";" UHD Graphics 620";"window";1.62;44702;166
196;"HP";"Notebook";17.3;"large";1080;1920;0;"Intel";" Core i5";1.6;8;"HDD";1024;0;"Nvidia";" GeForce 930MX";"window";2.5;48698;127
197;"Razer";"Gaming";17.3;"large";2160;3840;1;"Intel";" Core i7";2.9;32;"SSD";1024;0;"Nvidia";" GeForce GTX 1080";"window";3.49;324955;255
198;"HP";"Notebook";13.3;"small";1080;1920;0;"Intel";" Core i5";1.6;8;"SSD";512;0;"Intel";" UHD Graphics 620";"window";1.49;51096;166
199;"HP";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1050";"window";3.35;73473;127
200;"HP";"Notebook";17.3;"large";1080;1920;0;"Intel";" Core i7";1.8;8;"SSD";256;0;"Nvidia";" GeForce 930MX ";"window";2.5;55678;127
201;"Dell";"Gaming";15.6;"medium";2160;3840;0;"Intel";" Core i7";2.8;16;"Hybrid";512;1024;"Nvidia";" GeForce GTX 1060";"window";2.65;98302;282
202;"Lenovo";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i5";2.3;4;"SSD";128;0;"Intel";" HD Graphics 520";"window";2.1;26267;100
203;"Acer";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.7;8;"HDD";1024;0;"Nvidia";" GeForce 940MX";"window";2.23;39534;141
204;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;16;"Hybrid";512;1024;"Nvidia";" GeForce GTX 1060";"window";3.2;93187;141
205;"Dell";"Workstation";15.6;"medium";2160;3840;0;"Intel";" Xeon E3-1505M";3.0;16;"Hybrid";256;1024;"Nvidia";" Quadro M1200";"window";2.8;162770;282
206;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;16;"SSD";512;0;"Nvidia";" GeForce GTX 1060";"N/A";2.4;74485;141
207;"Dell";"Notebook";15.6;"medium";768;1366;1;"Intel";" Core i3";2.4;6;"HDD";1024;0;"Intel";" HD Graphics 620";"window";2.3;23390;100
208;"Dell";"Ultrabook";13.3;"small";2160;3840;1;"Intel";" Core i7";1.8;8;"SSD";256;0;"Intel";" UHD Graphics 620";"window";1.21;103843;331
211;"Acer";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050";"linux";2.4;41505;141
212;"Asus";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1050";"window";2.9;74965;127
213;"HP";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i3";2.0;4;"HDD";500;0;"Intel";" HD Graphics 520";"N/A";2.1;18595;141
214;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"N/A";2.2;29251;141
215;"Huawei";"Ultrabook";13.0;"small";1440;2160;0;"Intel";" Core i7";2.7;8;"SSD";512;0;"Intel";" HD Graphics 620";"window";1.05;79867;200
216;"Dell";"Ultrabook";13.3;"small";1080;1920;0;"Intel";" Core i7";1.8;8;"SSD";256;0;"AMD";" Radeon 530";"window";1.4;49651;166
217;"Lenovo";"Notebook";17.3;"large";900;1600;0;"Intel";" Core i5";2.5;8;"HDD";1024;0;"Nvidia";" GeForce GTX 940MX";"N/A";2.8;31382;106
218;"HP";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i7";1.8;8;"SSD";256;0;"Nvidia";" GeForce 930MX";"window";1.63;54932;157
219;"Dell";"Ultrabook";14.0;"medium";1080;1920;0;"Intel";" Core i5";1.6;8;"SSD";256;0;"Intel";" UHD Graphics 620";"window";1.6;61219;157
220;"Dell";"2 in 1 Convertible";13.3;"small";1080;1920;1;"Intel";" Core i7";1.8;16;"SSD";512;0;"Intel";" UHD Graphics 620";"window";1.62;68145;166
221;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";1.6;8;"SSD";256;0;"AMD";" Radeon 520";"linux";2.2;36089;141
222;"Lenovo";"2 in 1 Convertible";14.0;"medium";1080;1920;0;"Intel";" Core i5";1.6;8;"SSD";256;0;"Intel";" UHD Graphics 620";"window";1.74;47899;157
223;"Toshiba";"Ultrabook";13.3;"small";1080;1920;0;"Intel";" Core i7";2.5;8;"SSD";256;0;"Intel";" HD Graphics 520";"window";1.2;72621;166
224;"HP";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";1.6;8;"HDD";1024;0;"Intel";" UHD Graphics 620";"window";2.1;42304;141
225;"Dell";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1060";"window";4.42;130874;127
226;"Acer";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.7;8;"SSD";256;0;"Nvidia";" GeForce 940MX";"window";2.2;44329;141
227;"Dell";"Notebook";15.6;"medium";1080;1920;1;"Intel";" Core i7";2.7;16;"HDD";1024;0;"AMD";" Radeon R7 M445";"window";2.3;45768;141
228;"Asus";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce 920MX ";"window";2.0;40972;141
229;"Asus";"Notebook";17.3;"large";1080;1920;0;"Intel";" Core i5";2.5;8;"Hybrid";256;500;"Nvidia";" GeForce GTX 950M";"window";2.69;47472;127
230;"HP";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.7;8;"HDD";1024;0;"AMD";" FirePro W4190M ";"window";1.9;67612;141
231;"Asus";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i3";2.4;4;"HDD";1024;0;"Intel";" HD Graphics 620";"window";2.37;21258;100
232;"HP";"Notebook";15.6;"medium";768;1366;0;"AMD";" E-Series 9000e";1.5;4;"HDD";500;0;"AMD";" Radeon R2";"window";2.1;17582;100
233;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1060";"window";3.2;79867;141
234;"Dell";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.6;45768;157
235;"Acer";"2 in 1 Convertible";13.3;"small";1080;1920;1;"Intel";" Core i5";2.3;8;"SSD";256;0;"Intel";" HD Graphics 520";"window";1.6;36710;166
236;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.7;16;"SSD";256;0;"AMD";" Radeon R7 M445";"linux";2.36;47899;141
237;"Acer";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i3";2.0;4;"HDD";1024;0;"Intel";" HD Graphics 520";"linux";2.1;20779;100
238;"Asus";"Notebook";15.6;"medium";1080;1920;0;"AMD";" A10-Series A10-9620P";2.5;4;"Hybrid";128;1024;"AMD";" Radeon R5 M430";"window";2.2;30636;141
239;"Asus";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.9;32;"Hybrid";512;1024;"Nvidia";" GeForce GTX 1080";"window";4.7;207259;127
240;"Acer";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce GTX 1050";"window";2.5;45075;141
241;"Lenovo";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i3";2.0;8;"SSD";128;0;"Intel";" HD Graphics 520";"window";7.2;31382;100
242;"Asus";"Notebook";17.3;"large";1080;1920;0;"Intel";" Core i7";1.8;8;"Hybrid";128;1024;"Nvidia";" GeForce 150MX";"window";2.1;61006;127
243;"Asus";"Notebook";17.3;"large";1080;1920;0;"Intel";" Core i7";2.7;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 950M";"N/A";2.69;47366;127
244;"Dell";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce GTX 1050";"window";2.56;46833;141
245;"Lenovo";"2 in 1 Convertible";13.9;"small";1080;1920;1;"Intel";" Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.38;57489;158
246;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";1.8;8;"Hybrid";128;2048;"AMD";" Radeon 530";"window";2.2;52481;141
247;"HP";"Notebook";15.6;"medium";768;1366;1;"Intel";" Core i5";2.5;8;"HDD";1024;0;"Intel";" HD Graphics 620";"window";2.04;29784;100
248;"Asus";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.9;16;"SSD";256;0;"Nvidia";" GeForce GTX 1080";"window";3.6;159787;127
249;"HP";"Notebook";13.3;"small";1080;1920;0;"Intel";" Core i5";1.6;4;"HDD";500;0;"Intel";" UHD Graphics 620";"window";1.49;35964;166
250;"Apple";"Ultrabook";13.3;"small";1600;2560;0;"Intel";" Core i5";3.1;8;"SSD";512;0;"Intel";" Iris Plus Graphics 650";"macos";1.37;108691;227
251;"Dell";"2 in 1 Convertible";15.6;"medium";1080;1920;1;"Intel";" Core i7";1.8;8;"HDD";1024;0;"Intel";" UHD Graphics 620";"window";2.08;43636;141
252;"Asus";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 980M";"window";4.3;95851;127
253;"Asus";"Notebook";15.6;"medium";768;1366;0;"AMD";" A9-Series 9420";3.0;4;"HDD";1024;0;"AMD";" Radeon R5 M420";"window";1.68;24988;100
254;"Lenovo";"2 in 1 Convertible";13.9;"small";1080;1920;1;"Intel";" Core i7";1.8;8;"SSD";512;0;"Intel";" UHD Graphics 620";"window";1.37;98515;158
255;"Acer";"Notebook";17.3;"large";1080;1920;0;"Intel";" Core i3";2.7;4;"SSD";256;0;"Nvidia";" GeForce MX130";"window";3.0;37403;127
256;"Dell";"Ultrabook";13.3;"small";1080;1920;0;"Intel";" Core i5";1.6;8;"SSD";256;0;"Intel";" UHD Graphics 620";"window";1.41;50563;166
257;"HP";"Notebook";15.6;"medium";768;1366;0;"AMD";" A6-Series A6-9220";2.5;8;"SSD";128;0;"AMD";" Radeon R4 Graphics";"window";1.91;23758;100
258;"HP";"Notebook";17.3;"large";1080;1920;0;"Intel";" Core i7";1.8;16;"HDD";1024;0;"Nvidia";" GeForce MX150";"window";2.9;56424;127
259;"MSI";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;16;"Hybrid";512;1024;"Nvidia";" GeForce GTX 1070";"window";4.14;133147;127
260;"Lenovo";"2 in 1 Convertible";15.6;"medium";1080;1920;1;"Intel";" Core i7";2.8;8;"SSD";512;0;"Nvidia";" GeForce GTX 1050M";"window";2.0;90523;141
261;"Dell";"Notebook";17.3;"large";1080;1920;0;"Intel";" Core i7";1.8;8;"Hybrid";128;1024;"AMD";" Radeon 530";"window";2.8;60846;127
262;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i3";2.0;4;"SSD";256;0;"Intel";" HD Graphics 520";"N/A";2.2;23656;141
263;"HP";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";1.6;4;"HDD";500;0;"Intel";" HD Graphics 620";"window";2.1;38468;141
264;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;4;"HDD";1024;0;"Intel";" HD Graphics 620";"window";2.18;35005;141
265;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"HDD";1024;0;"AMD";" Radeon R5 M430";"window";2.24;30103;141
266;"Dell";"2 in 1 Convertible";15.6;"medium";1080;1920;1;"Intel";" Core i5";1.6;8;"SSD";256;0;"Intel";" UHD Graphics 620";"window";2.67;42571;141
267;"Asus";"2 in 1 Convertible";13.3;"small";1080;1920;1;"Intel";" Core i7";1.8;8;"SSD";512;512;"Intel";" UHD Graphics 620";"window";4.1;79867;166
269;"HP";"Notebook";17.3;"large";1080;1920;0;"Intel";" Core i7";1.8;8;"HDD";1024;0;"Nvidia";" GeForce 930MX ";"window";2.5;54239;127
270;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";1.8;8;"SSD";256;0;"Intel";" UHD Graphics 620";"window";2.05;46886;141
271;"Apple";"Ultrabook";13.3;"small";1600;2560;0;"Intel";" Core i5";2.9;8;"SSD";512;0;"Intel";" Iris Graphics 550";"macos";1.37;104370;227
272;"Asus";"Gaming";17.3;"large";1080;1920;0;"AMD";" Ryzen 1700";3.0;16;"Hybrid";256;1024;"AMD";" Radeon RX 580";"window";3.2;82531;127
273;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";1.8;8;"SSD";256;0;"AMD";" Radeon 520";"linux";2.14;39165;141
274;"Lenovo";"2 in 1 Convertible";14.0;"medium";1440;2560;1;"Intel";" Core i7";2.6;16;"SSD";512;0;"Intel";" HD Graphics 520";"window";1.36;133147;210
275;"Toshiba";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i7";2.5;8;"HDD";500;0;"Nvidia";" GeForce 930M";"window";2.2;43263;100
276;"Dell";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i7";2.7;12;"HDD";1024;0;"Intel";" HD Graphics 620";"window";2.3;37992;100
277;"Dell";"Notebook";17.3;"large";1080;1920;0;"Intel";" Core i7";1.8;8;"Hybrid";128;1024;"AMD";" Radeon 530";"linux";2.8;58555;127
278;"Acer";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";1.8;8;"HDD";1024;0;"Nvidia";" GeForce MX130";"window";2.2;39694;141
279;"Lenovo";"Notebook";17.3;"large";900;1600;0;"Intel";" Core i3";2.0;4;"HDD";1024;0;"Intel";" HD Graphics 520";"window";2.8;26054;106
280;"Lenovo";"Notebook";17.3;"large";1080;1920;0;"Intel";" Core i7";1.8;8;"HDD";2048;0;"Nvidia";" GeForce MX150";"N/A";2.8;45235;127
281;"Lenovo";"Notebook";17.3;"large";900;1600;0;"Intel";" Core i7";2.7;6;"Hybrid";128;1024;"Nvidia";" GeForce 940MX";"window";2.8;45768;106
282;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i3";2.0;4;"HDD";1024;0;"AMD";" Radeon R5 M430";"linux";2.25;22804;141
283;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce GTX 1050";"window";2.5;44169;141
284;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;6;"SSD";256;0;"Intel";" HD Graphics 620";"window";2.2;30849;141
285;"Acer";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";1.8;8;"SSD";256;0;"Nvidia";" GeForce MX150";"window";3.0;50669;141
286;"Acer";"Notebook";15.6;"medium";1080;1920;1;"Intel";" Core i7";2.7;12;"HDD";1024;0;"Intel";" HD Graphics 620";"window";2.15;35112;141
287;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 630";"window";1.95;58448;141
288;"Asus";"Ultrabook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce 940MX";"window";1.7;52055;141
289;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1050 Ti";"window";2.5;62817;141
290;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.7;8;"HDD";1024;0;"Nvidia";" GeForce 940MX";"N/A";2.2;35112;141
291;"Acer";"Notebook";15.6;"medium";768;1366;0;"Intel";" Celeron Dual";1.5;2;"SSD";16;0;"Intel";" HD Graphics";"other";2.19;10603;100
292;"Asus";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050";"window";3.0;63243;127
293;"HP";"Notebook";17.3;"large";900;1600;0;"Intel";" Core i3";2.0;8;"HDD";1024;0;"Intel";" HD Graphics 520";"window";2.54;26054;106
294;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;8;"SSD";256;0;"Nvidia";" GeForce GTX 1050";"window";2.0;97449;141
295;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";1.6;8;"SSD";256;0;"Intel";" UHD Graphics 620";"window";2.05;39374;141
296;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;8;"HDD";1024;0;"Nvidia";" GeForce GTX 1060";"window";3.2;69211;141
297;"Acer";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;8;"SSD";256;0;"Nvidia";" GeForce GTX 1050 Ti";"linux";2.5;52161;141
298;"Dell";"Workstation";17.3;"large";1080;1920;0;"Intel";" Core i7";2.9;16;"SSD";256;0;"Nvidia";" Quadro M1200";"window";3.42;153705;127
299;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"AMD";" A10-Series 9600P";2.4;6;"HDD";1024;0;"AMD";" Radeon R5 430";"window";2.4;26587;141
300;"Asus";"Ultrabook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.7;16;"SSD";512;0;"Nvidia";" GeForce 940MX";"window";1.63;78215;141
301;"Asus";"Notebook";14.0;"medium";768;1366;0;"Intel";" Core i3";2.4;4;"SSD";128;0;"Intel";" HD Graphics 620";"window";1.3;27120;112
302;"Asus";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"window";2.9;113060;127
303;"Lenovo";"Notebook";17.3;"large";900;1600;0;"Intel";" Core i5";2.5;6;"HDD";1024;0;"Nvidia";" GeForce GTX 940M";"window";5.8;34579;106
304;"Lenovo";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i5";2.5;8;"HDD";2048;0;"Nvidia";" GeForce 940MX";"N/A";2.2;29251;100
305;"Asus";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050 Ti";"window";2.5;67399;141
306;"Lenovo";"Notebook";15.6;"medium";768;1366;0;"Intel";" Pentium Quad";1.1;4;"HDD";1024;0;"Intel";" HD Graphics 505";"N/A";2.2;19180;100
307;"HP";"2 in 1 Convertible";13.3;"small";1080;1920;1;"Intel";" Core i7";2.8;16;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.28;105228;166
308;"Toshiba";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.5;8;"SSD";256;0;"Nvidia";" GeForce 930M";"window";2.2;55571;141
309;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";" GeForce 940MX";"window";2.3;43636;141
310;"HP";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i3";2.0;4;"HDD";1024;0;"Intel";" HD Graphics 520";"window";1.86;24988;141
311;"Lenovo";"Notebook";13.3;"small";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.1;53227;166
312;"Dell";"Ultrabook";13.3;"small";2160;3840;1;"Intel";" Core i7";1.8;16;"SSD";1024;0;"Intel";" UHD Graphics 620";"window";1.21;133147;331
313;"MSI";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"window";2.8;111835;141
314;"Acer";"Notebook";15.6;"medium";1080;1920;0;"AMD";" A8-Series 7410";2.2;8;"SSD";256;0;"AMD";" Radeon R5";"window";2.23;24988;141
315;"Asus";"2 in 1 Convertible";11.6;"small";768;1366;1;"Intel";" Celeron Dual";1.1;2;"FlashStorage";32;0;"Intel";" HD Graphics 500";"window";1.1;14652;135
316;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";1.6;8;"Hybrid";128;1024;"AMD";" Radeon 530";"window";2.33;44968;141
317;"HP";"2 in 1 Convertible";13.3;"small";2160;3840;1;"Intel";" Core i7";1.8;16;"SSD";1024;0;"Intel";" UHD Graphics 620";"window";1.29;130483;331
318;"Lenovo";"Notebook";13.3;"small";768;1366;0;"Intel";" Celeron Dual";1.6;4;"FlashStorage";16;0;"Intel";" HD Graphics 510";"other";1.45;24503;118
319;"HP";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.95;52214;157
320;"Acer";"Notebook";11.6;"small";768;1366;0;"Intel";" Pentium Quad";1.6;4;"FlashStorage";128;0;"Intel";" HD Graphics 405";"window";1.4;25841;135
321;"HP";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.48;68838;157
322;"Lenovo";"Notebook";17.3;"large";900;1600;0;"Intel";" Core i5";2.5;4;"HDD";1024;0;"Nvidia";" GeForce 920MX";"window";2.79;31382;106
323;"Asus";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";2.0;58288;157
324;"HP";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i7";1.8;8;"HDD";1024;0;"Intel";" UHD Graphics 620";"window";2.1;48059;100
325;"Acer";"Notebook";15.6;"medium";768;1366;0;"AMD";" A12-Series 9720P";2.7;8;"SSD";256;0;"AMD";" Radeon RX 540";"window";2.2;35112;100
326;"Lenovo";"Notebook";14.0;"medium";768;1366;0;"Intel";" Celeron Dual";1.1;4;"FlashStorage";32;0;"Intel";" HD Graphics 500";"window";1.44;15558;112
327;"Acer";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i5";2.5;6;"HDD";1024;0;"Intel";" HD Graphics 620";"window";8.23;29251;100
328;"Asus";"Ultrabook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.7;8;"SSD";256;0;"Nvidia";" GeForce 940MX";"window";1.7;55939;141
329;"HP";"Ultrabook";12.5;"small";1080;1920;0;"Intel";" Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.26;71129;176
330;"Dell";"Notebook";15.6;"medium";2160;3840;1;"Intel";" Core i7";2.8;32;"SSD";1024;0;"Nvidia";" GeForce GTX 1050";"window";2.06;140606;282
331;"MSI";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;8;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1050 Ti";"window";2.7;63883;127
332;"Toshiba";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";2.0;50243;141
333;"Asus";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i7";2.7;8;"Hybrid";256;1024;"Intel";" HD Graphics 620";"window";2.0;71076;157
